J,R,E,M,E_Num,algo,n_subtypes,mallows_temperature,kendalls_w,runtime,kendalls_tau,subtype_acc,stage_mae,mean_stage_healthy,runtime_cross_validation,absolute_error_n_subtypes,relative_error,correct_bool
726,0.21,sn_kjContinuousBeta_sigmoid,12,1,Random Guessing,3,0.05629535484489242,0.6855658899223256,0.0,0.4568882316666507,-0.0011071391347373771,52.784827586206895,5.867549668874172,,1.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,1,SuStaIn (GMM),3,0.05629535484489242,0.6855658899223256,479.4501489559809,0.37367003367003365,0.865859934881864,13.804137931034482,38.81456953642384,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,12,1,SuStaIn (KDE),3,0.05629535484489242,0.6855658899223256,412.62161489327747,0.36080808080808086,0.23194138653265592,12.471724137931034,20.920529801324502,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,1,BebmS,3,0.333236488824664,0.983993065973264,141.1369350473086,0.41420875420875425,0.0,7.615172413793103,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,1,BebmS (Blind),3,0.333236488824664,0.983993065973264,175.7163230975469,0.4076094276094276,0.0016159349370770625,9.862068965517242,0.2781456953642384,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,1,Random Guessing,3,0.333236488824664,0.983993065973264,0.0,0.438199064526581,0.002196782283013722,52.12,6.245033112582782,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,1,SuStaIn (GMM),3,0.333236488824664,0.983993065973264,495.3171041647593,0.4635690235690236,0.03689332522802868,19.944827586206898,48.019867549668874,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,13,1,SuStaIn (KDE),3,0.333236488824664,0.983993065973264,458.34621563355125,0.34383838383838383,-0.0006625110231224425,13.707586206896552,19.417218543046356,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,1,BebmS,3,0.04233559533895237,0.5814114744807815,131.96678065856298,0.34767676767676764,0.2121400047022755,6.824827586206896,0.0,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,1,BebmS (Blind),3,0.04233559533895237,0.5814114744807815,165.96912926038107,0.42350168350168355,0.003969337669917288,14.797241379310345,0.03289473684210526,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,1,Random Guessing,3,0.04233559533895237,0.5814114744807815,0.0,0.4794139014339496,0.004686451966723928,53.11448275862069,5.75,,2.0,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,1,SuStaIn (GMM),3,0.04233559533895237,0.5814114744807815,488.81630997260413,0.4309090909090909,0.8119289416028703,14.668965517241379,42.296052631578945,,,100,100
726,0.21,sn_kjContinuousBeta_sigmoid,14,1,SuStaIn (KDE),3,0.04233559533895237,0.5814114744807815,409.3258064945539,0.3239057239057239,0.3715047732479564,13.172413793103448,20.835526315789473,,,100,100
